BOTTLE,20170412CCHSIORJL
# Merged parameters: CH3Cl, CH3Cl_FLAG, CH3Br, CH3Br_FLAG, CH3I, CH3I_FLAG
# Merged parameters from A16S_MeX_HY1.csv (Submitted by Shari Yvon Lewis on 20080714)
# Merged parameters: HELIUM, HELIUM_FLAG_W, DELHE3, DELHE3_FLAG_W, NEON, NEON_FLAG_W, NEONER, HELIER, DELHER
# Merged parameters from LDEO_NGL_CliVarHeNe4CCHDO_A16S.xlsx (Submitted by R.Newton on 20150411)
# Merged parameters: TRITUM, TRITUM_FLAG_W, TRITER
# Merged parameters from LDEO_NGL_CliVarTritium4CCHDO_A16S.xlsx (Submitted by R.Newton on 20150413)
# Change CH3Cl to CH3L
# 20110831CCHDOSIOCBG
#code : Justin Fields merge_exchange.rb 
#original files copied from HTML directory: 2011-08-31
#original HYD file: /data/co2clivar/atlantic/a16/a16s_2005a/original/2011.08.25_carbon_cberys/original_hy1.csv  2011-08-31
#BOTTLE,20100913CCHDOSIOCBG
#code:copy_exchange_bot.rb (J. Fields)
#citations added by A. Barna
#BOTTLE,20091030CCHDOSIOJCF
# code : Justin Fields merge_exchange.rb
#| PARAMETER/PROGRAM    Institution     Principal Investigator
#| ------------------------------------------------------------------
#| CTD                  PMEL/AOML       Greg Johnson/Molly Baringer
#| Salinity             PMEL            Greg Johnson
#| CFCs                 UW/PMEL         Mark Warner/John Bullister
#| HCFCs                TAMU            Shari Yvon-Lewis
#| DIC                  AOML/PMEL       Rik Wanninkhof/Dick Feely
#| Discrete pCO2        AOML            Rik Wanninkhof
#| Dissolved O2         RSMAS-U. Miami  Chris Langdon
#| Nutrients            UW/AOML         Calvin Mordy/Jia-Zhong Zhang
#| Helium/Tritium       LDEO            Peter Schlosser
#| CO2-Alkalinity       RSMAS-U. Miami  Frank Millero
#| CO2-pH               RSMAS-U. Miami  Frank Millero
#| DOC                  RSMAS-U. Miami  Dennis Hansell
#| CDOM                 UCSB            Norm Nelson/Craig Carlson
#| Underway pCO2        AOML            Rik Wanninkhof
#| 13C/14C              WHOI            Ann McNichol
#| ADCP/LADCP           U. Hawaii/LDEO  Eric Firing/Andreas Thurnherr
#| Aerosols             CWU             Anne Johansen
#| SAMI/CO2             U. Montana      Mike DeGrandpre
#| CO2 System Develop.  USF             Robert Byrne
#|
#| Following American Geophysical Union recommendations,
#| the data should be cited as: data provider(s), cruise name
#| or cruise ID, data file name(s) CLIVAR and Carbon Hydrographic
#| Data Office, La Jolla, CA USA," and data file date. For further
#| information", please contact one of the parties listed above or
#| cchdo@ucsd.edu. Users are also requested to acknowledge the
#| NSF/NOAA-funded U.S. Repeat Hydrography Program in publications
#| resulting from their use.
#
 33RO200501,       A16S,       1,          2,         20,         20,2,20050117,       1347,   -60.0137,   -30.8955,       2746,    48.8,  -1.4768,  34.0666,2,  34.0638,2,    327.1,2,  -999.0,9,   76.56,2,   27.51,2,    0.10,2,    2.30,4,-999.000,9,-999.000,9,-999.000,9,  2193.2,2,  -999.0,9,   901.5,2,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,   48.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -1.4778,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,         19,         19,2,20050117,       1347,   -60.0137,   -30.8955,       2746,    49.0,  -1.4763,  34.0654,2,-999.0000,9,    329.2,2,   328.9,2, -999.00,9, -999.00,9, -999.00,9, -999.00,9,   5.369,2,   2.823,2,   0.507,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,   0.221,2,    0.01,   1.867,2,  -0.530,2,   -9.00,9,  -999.0,9,    -9.0,   8.522,2,   0.013,   5.262,4, -999.00,9,   49.00,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -1.4774,      0.002,   0.214,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,         18,         18,2,20050117,       1347,   -60.0137,   -30.8955,       2746,    98.9,  -1.2100,  34.2869,2,  34.2767,2,    294.4,2,  -999.0,9,   81.22,2,   30.10,2,    0.12,2,    2.41,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2322.1,2,  -999.0,9,   20.00,   7.6282,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,    0.90,2,  -138.2,2,     3.5,-999.000,9,-999.000,-999.000,9,   43.79,2,   98.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -1.2125,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,         17,         17,9,20050117,       1347,   -60.0137,   -30.8955,       2746,    98.9,  -1.2182,  34.2851,2,-999.0000,9,    294.4,2,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,   98.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -1.2207,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,         16,         16,2,20050117,       1347,   -60.0137,   -30.8955,       2746,    98.9,  -1.2284,  34.2815,2,-999.0000,9,    295.4,2,   294.6,2, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,5,-999.000,5,-999.000,5,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,   0.190,2,    0.01,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,5, -999.00,9,   98.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -1.2308,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,         15,         15,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   198.7,  -0.2693,  34.5371,2,  34.5379,2,    244.5,2,  -999.0,9,   93.25,2,   31.79,2,    0.02,2,    2.46,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2335.3,2,  -999.0,9,   20.00,   7.5981,6,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,    0.67,2,  -143.6,2,     3.4,-999.000,9,-999.000,-999.000,9,   42.16,2,  198.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -0.2762,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,         13,         13,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   198.7,  -0.2676,  34.5376,2,-999.0000,9,    244.4,2,   243.7,2, -999.00,9, -999.00,9, -999.00,9, -999.00,9,   2.586,2,   1.345,2,   0.208,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   2.404,3, -999.00,9,  198.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -0.2745,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,         14,         14,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   198.8,  -0.2679,  34.5375,2,  34.5375,2,    244.5,2,  -999.0,9,   92.89,2,   31.78,2,    0.02,2,    2.47,4,-999.000,9,-999.000,9,-999.000,9,  2245.5,2,  -999.0,9,  1088.4,2,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  198.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -0.2747,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,         10,         10,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   298.6,   0.1963,  34.6246,2,-999.0000,9,    222.6,2,   221.1,2, -999.00,9, -999.00,9, -999.00,9, -999.00,9,   1.537,2,   0.785,2,   0.119,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,   0.121,2,    0.01,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   1.482,3, -999.00,9,  298.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.1845,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,         11,         11,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   298.7,   0.1961,  34.6246,2,  34.6237,2,    222.5,2,  -999.0,9,  100.71,2,   32.14,2,    0.01,2,    2.46,4,-999.000,9,-999.000,9,-999.000,9,  2255.2,2,  -999.0,9,  1117.1,2,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  298.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.1843,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,         12,         12,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   298.9,   0.1959,  34.6245,2,  34.6347,2,    222.5,2,  -999.0,9,  101.00,2,   32.16,2,    0.02,2,    2.47,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2341.9,2,  -999.0,9,   20.00,   7.5810,6,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,    0.59,2,  -153.7,2,     3.2,-999.000,9,-999.000,-999.000,9,   41.86,2,  298.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.1841,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,          8,          8,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   398.1,   0.4186,  34.6592,2,  34.6590,2,    211.8,2,  -999.0,9,  105.96,2,   32.26,2,    0.01,2,    2.48,4,-999.000,9,-999.000,9,-999.000,9,  2259.6,2,  -999.0,9,  1120.2,2,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  398.10,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4017,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,          9,          9,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   398.2,   0.4186,  34.6591,2,  34.6589,2,    211.8,2,  -999.0,9,  105.74,2,   32.23,2,    0.01,2,    2.48,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2346.6,2,  -999.0,9,   20.00,   7.5892,6,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,    0.61,2,  -153.7,2,     3.2,-999.000,9,-999.000,-999.000,9,   40.49,2,  398.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4018,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,          7,          7,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   398.3,   0.4185,  34.6591,2,-999.0000,9,    211.9,2,   211.6,2,  105.84,2,   32.28,2,    0.01,2,    2.50,4,   1.022,2,   0.519,2,   0.066,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,   0.113,2,    0.01,   1.915,2,   6.830,2,   -9.00,9,  -999.0,9,    -9.0,   8.822,3,   0.010,   1.002,3, -999.00,9,  398.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4017,      0.001,   0.216,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,          4,          4,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   498.5,   0.4680,  34.6722,2,-999.0000,9,    207.1,2,   207.6,2, -999.00,9, -999.00,9, -999.00,9, -999.00,9,   0.770,2,   0.395,2,   0.044,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.827,3, -999.00,9,  498.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4462,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,          5,          5,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   498.6,   0.4675,  34.6722,2,  34.6722,2,    207.0,2,  -999.0,9,  109.77,2,   32.47,2,    0.01,2,    2.51,4,-999.000,9,-999.000,9,-999.000,9,  2262.7,2,  -999.0,9,  1126.8,2,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  498.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4458,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,          6,          6,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   498.8,   0.4676,  34.6722,2,  34.6730,2,    207.0,2,  -999.0,9,  109.66,2,   32.45,2,    0.01,2,    2.51,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2347.2,2,  -999.0,9,   20.00,   7.5859,6,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,    0.53,2,  -151.7,2,     3.2,-999.000,9,-999.000,-999.000,9,   39.76,2,  498.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4458,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,          1,          1,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   600.9,   0.4668,  34.6793,2,-999.0000,9,    207.9,2,   207.5,2, -999.00,9, -999.00,9, -999.00,9, -999.00,9,   0.599,2,   0.304,2,   0.016,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,   0.001,2,    0.01,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.637,3, -999.00,9,  600.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4400,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,          3,          3,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   601.0,   0.4663,  34.6793,2,  34.6792,2,    207.5,2,  -999.0,9,  113.03,2,   32.54,2,    0.01,2,    2.50,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2350.6,2,  -999.0,9,   20.00,   7.5849,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,    0.57,2,  -153.3,2,     3.3,-999.000,9,-999.000,-999.000,9,   38.77,2,  601.00,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4396,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       1,          2,          2,          2,2,20050117,       1347,   -60.0137,   -30.8955,       2746,   601.3,   0.4663,  34.6793,2,  34.6824,2,    208.5,2,  -999.0,9,  112.97,2,   32.53,2,    0.01,2,    2.51,4,-999.000,9,-999.000,9,-999.000,9,  2263.5,2,  -999.0,9,  1125.1,2,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  601.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4395,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       2,          1,         23,         23,2,20050117,       1855,   -59.4998,   -30.9167,       3203,     1.3,   0.3900,  33.0659,2,  33.0663,2,    352.1,2,   351.4,2,   68.23,2,   21.43,2,    0.18,2,    1.82,4,   6.381,2,   3.412,2,   0.589,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   7.167,4, -999.00,9,    1.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.3900,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       2,          1,         24,         24,2,20050117,       1855,   -59.4998,   -30.9167,       3203,     1.6,   0.3905,  33.0662,2,  33.0670,2,    352.1,2,   352.1,2,   68.14,2,   21.44,2,    0.18,2,    1.82,4,-999.000,9,-999.000,9,-999.000,9,  2099.9,2,  2243.9,4,  -999.0,9,   20.00,   7.7576,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,    1.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.3904,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       2,          1,         22,         22,2,20050117,       1855,   -59.4998,   -30.9167,       3203,    48.3,  -1.3086,  33.9334,2,-999.0000,9,    356.6,2,   356.2,2,   74.99,2,   25.02,2,    0.06,2,    1.99,4,   5.784,2,   3.060,2,   0.518,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   5.817,4, -999.00,9,   48.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -1.3097,     -999.0,-999.000,      0.000,          4,      0.000,          2,   0.556,          2
 33RO200501,       A16S,       2,          1,         21,         21,2,20050117,       1855,   -59.4998,   -30.9167,       3203,    98.6,  -1.2010,  34.2127,2,  34.2098,2,    301.0,2,   300.6,2,   79.62,2,   30.07,2,    0.13,2,    2.21,4,   4.861,2,   2.541,2,   0.432,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   4.809,3, -999.00,9,   98.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -1.2035,     -999.0,-999.000,      0.000,          4,      0.000,          2,   0.158,          2
 33RO200501,       A16S,       2,          1,         20,         20,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   149.3,  -0.6007,  34.4233,2,  34.4272,2,    264.6,2,   264.8,2,   86.65,2,   31.58,2,    0.04,2,    2.27,4,   3.533,2,   1.851,2,   0.309,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   3.499,3, -999.00,9,  149.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -0.6053,     -999.0,-999.000,      0.000,          4,      0.000,          2,   0.056,          2
 33RO200501,       A16S,       2,          1,         19,         19,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   198.2,  -0.2664,  34.5167,2,  34.5166,2,    248.8,2,   247.6,2,   90.77,2,   31.92,2,    0.02,2,    2.28,4,   2.782,2,   1.457,2,   0.242,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   2.709,3, -999.00,9,  198.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -0.2732,     -999.0,-999.000,      0.000,          4,      0.000,          2,   0.024,          2
 33RO200501,       A16S,       2,          1,         18,         18,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   298.2,   0.1518,  34.6118,2,  34.6123,2,    223.1,2,   223.1,2,   99.41,2,   32.23,2,    0.02,2,    2.29,4,   1.684,2,   0.861,2,   0.140,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   1.742,3, -999.00,9,  298.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.1402,     -999.0,-999.000,    309.267,          4,      4.848,          2,   0.093,          2
 33RO200501,       A16S,       2,          1,         17,         17,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   399.5,   0.3586,  34.6512,2,  34.6520,2,    211.2,2,   211.0,2,  105.42,2,   32.47,2,    0.03,2,    2.31,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  399.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.3419,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       2,          1,         16,         16,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   498.8,   0.4657,  34.6711,2,  34.6703,2,    208.0,2,   208.6,2,  109.62,2,   32.52,2,    0.01,2,    2.31,4,   0.782,2,   0.403,2,   0.030,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.870,3, -999.00,9,  498.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4439,     -999.0,-999.000,    121.007,          4,      0.752,          2,   0.007,          2
 33RO200501,       A16S,       2,          1,         15,         15,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   598.2,   0.4645,  34.6771,2,  34.6766,2,    207.5,2,   207.2,2,  112.55,2,   32.61,2,    0.01,2,    2.27,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  598.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4379,     -999.0,-999.000,    147.752,          4,      1.035,          2,   0.018,          2
 33RO200501,       A16S,       2,          1,         14,         14,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   700.0,   0.4469,  34.6798,2,  34.6804,2,    208.1,2,   207.8,2,  114.37,2,   32.64,2,    0.00,2,    2.30,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  700.00,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4153,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       2,          1,         13,         13,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   798.2,   0.4085,  34.6795,2,-999.0000,9,    209.3,2,   208.9,2,  115.52,2,   32.65,2,    0.00,2,    2.31,4,   0.550,2,   0.276,2,   0.042,2,  2261.4,2,  2350.2,2,  -999.0,9,   20.00,   7.5782,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.672,3, -999.00,9,  798.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.3719,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       2,          1,         12,         12,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   798.5,   0.4086,  34.6794,2,  34.6798,2,    209.3,2,   208.4,2,  115.46,2,   32.68,2,    0.00,2,    2.31,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  798.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.3720,     -999.0,-999.000,    183.815,          4,      1.242,          2,   0.019,          2
 33RO200501,       A16S,       2,          1,         11,         11,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   899.6,   0.3545,  34.6793,2,  34.6790,2,    210.3,2,   210.1,2,  116.79,2,   32.69,2,    0.00,2,    2.30,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  899.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.3129,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,       2,          1,          9,          9,2,20050117,       1855,   -59.4998,   -30.9167,       3203,   997.9,   0.3173,  34.6788,2,  34.6771,2,    211.4,2,   210.7,2,  117.51,2,   32.64,2,    0.00,2,    2.30,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  997.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.2706,     -999.0,-999.000,    161.393,          4,      0.861,          2,   0.012,          2
